plot	type	species	plot.biomass.withGL	mono.total	mono.bag	mono.gl	mono.gl.total	mono.gl.bag												Collector	Date
			Tot. Weight	17	4.8	6.3	29.2	196	344.7	45.4	7.7	4.4	9.3	39.8		4.3	5.2	19.6	96.8		
			Bag Weight	4.3	4.3	4.3	4.3	21.4	49.1	11.2	4.2	4.3	4.3	11.2		4.4	4.2	4.2	11.2		
382	Mono	EUPCOR	41.4	46.1	11.3	6.6	10.9	4.3													11/20/2017
384	Mono	HELMOL	605.3	655.2	49.9	0															11/20/2017
385	Mono	AGATEN	1.7	5.9	4.2	0															
386	Mono	SILTER	71.2	80	11.3	2.5	6.7	4.2													11/20/2017
388	Mono	ASCVER	6.1	17.3	11.2	0															
390	Mono	SCHSCO	58.5	79.8	21.3	0															0
391	Mono	EUPALT	135.4	168	49.8	17.2	21.4	4.2													11/20/2017
392	Plug	MH.831258.rep2	Total B	LILMIC	BAPALB	BAPBRA	VERGIG	ERASPE	ERYYUC	CEAAME	PENDIG	ALLCER	OLIRIG	SENHEB	AGATEN	ASCSYR	HELMOL	MONBRA	GL	ALT	10/26/2017
			345.9	0	1	0.7	10.9	16.3	11	0.1	23.4	3.1	255.9	0.3	0.1	0	2.1	21	0		
			Tot. Weight		5.2	5	15.2	31.7	22.1	4.4	34.7	7.4	305.1	4.5	4.3		6.4	32.1	0		
			Bag Weight		4.2	4.3	4.3	15.4	11.1	4.3	11.3	4.3	49.2	4.2	4.2		4.3	11.1	0		
394	Mono	DESCAN	55.2	27.7	11.1	38.6	42.8	4.2													11/17/2017
396	Plug	HH.782981.rep2	Total B	LIASCN	HELAUT	ANECAN	PYCVIR	OENPIL	ALLCAN	ROSCAR	SOLSPE	CXBICK	ZIZAPT	ROSSET	CEAAME	AMOCAN	AGATEN	TRAOHI	GL	ALT	10/26/2017
			926.7	81.9	200.1	0.5	52.6	14.6	3.2	16.8	469.7	3.2	0.5	33.5	0.7	0	0	3.6	45.8		
			Tot. Weight	103.3	249.6	4.8	63.8	18.9	7.5	28.1	519.2	7.5	4.8	44.7	5			7.8	57		
			Bag Weight	21.4	49.5	4.3	11.2	4.3	4.3	11.3	49.5	4.3	4.3	11.2	4.3			4.2	11.2		
397	Plug	LH.236970.rep2	Total B	BRIEUP	BAPBRA	LIAASP	CHAFAS	LIAPYC	ELYCAN	BOUCUR	CXBLAN	ERYYUC	PANVIR	CXANNE	AMOCAN	SORNUT	AGANEP	CASCOC	GL	ALT	10/26/2017
			757.4	190.1	0	19.1	0	33.7	24.4	1	16.3	17.8	12.9	17.4	0.3	27.5	396.9	0	39.6		
			Tot. Weight	211.4		23.4		44.9	35.5	5.3	27.5	22.1	17.1	28.5	4.5	38.6	446.1		50.9		
			Bag Weight	21.3		4.3		11.2	11.1	4.3	11.2	4.3	4.2	11.1	4.2	11.1	49.2		11.3		
399	Mono	SPIALB	153	136.5	49.8	66.3	77.6	11.3													11/20/2017
400	Mono	ZIZAUR	64	85.3	21.3	0															11/20/2017
401	Mono	ASCTUB	3.7	14.9	11.2	0															0
403	Plug	CONTROL																			
407	Mono	HYPPUN	0			0															
408	Mono	POLREP	12.8	17.1	4.3	0															11/20/2017
410	Mono	EUTGRA	257.6	307.4	49.8	13.7	18	4.3													11/20/2017
411	Mono	PYCVIR	76	126	50	44.6	48.8	4.2													11/20/2017
412	Plug	ML.520465.rep2	Total B	CXNORM	POTARU	DALPUR	ROSBLA	CXGRAV	PENHIR	HEURIC	JUNINT	SILLAC	MONFIS	SPOHET	DALCAN	HYPPYR	SYMERI	EUPALT	GL	ALT	10/26/2017
			981	12.9	143.3	0	1.8	5.1	26.4	7.9	1.2	10.7	173.9	5.1	0	10.5	551.6	2	28.6		
			Tot. Weight	24.1	164.7		6	9.4	30.6	12.1	5.4	15	195.3	9.4		14.8	649.4	6.3	32.9		
			Bag Weight	11.2	21.4		4.2	4.3	4.2	4.2	4.2	4.3	21.4	4.3		4.3	97.8	4.3	4.3		
413	Mono	ROSBLA	100.6	121.9	21.3		60.5	4.3													11/20/2017
414	Plug	LH.1417663.rep2	Total B	CXBLAN	HIEODO	SENHEB	DSMILL	CXBICK	ALLCER	CASCOC	BOUCUR	CHAFAS	CXBREV	PENHIR	SORNUT	PYCPIL	ANECAN	ANDGER	GL	ALT	10/17/2017
			449.5	22.3	62.7	0	27.7	20.9	0	0	0	0.4	48.2	2	144.8	0	0	120.5	0		
			Tot. Weight	33.5	73.9		38.9	32.1				4.7	59.4	6.2	166.1	4.3		131.7	0		
			Bag Weight	11.2	11.2		11.2	11.2				4.3	11.2	4.2	21.3	4.3		11.2	0		
415	Mono	HELOCC	158	166.4	49.8	41.4	52.6	11.2													11/20/2017
416	Mono	PHYVIR	61.9	83.2	21.3	0															11/20/2017
417	Mono	JUNDUD	15.2	26.6	11.4	0															11/20/2017
419	Mono	CXBLAN	83.2	94.5	21.3	10	14.3	4.3													11/20/2017
420	Mono	ELYCAN	174.4	235.4	61	0															11/20/2017
421	Mono	BOUCUR	52.9	74.3	21.4	0															11/17/2017
422	Mono	ROSCAR	366.2	391.8	50	24.4	35.6	11.2													11/20/2017
423	Mono	ASCSUL	0			0															
424	Plug	LL.1091767.rep2	Total B	ELYCAN	CXBICK	HELHEL	LESCAP	VERSTR	ERASPE	MONFIS	MONBRA	CAMROT	BRIEUP	BAPALB	PYCVIR	JUNDUD	HELMOL	ASCSUL	GL	ALT	10/30/2017
			754	3	4.5	115.4	0.4	0.3	0	95.7	24.6	0	1.6	0	33.7	0	436.5	3.8	34.5		
			Tot. Weight	11.5	8.9	136.7	4.7	4.6	4.2	116.8	35.9		5.9		44.9	4.3	484.8	8	45.7		
			Bag Weight	8.5	4.4	21.3	4.3	4.3	4.2	21.1	11.3		4.3		11.2	4.3	48.3	4.2	11.2		
425	Mono	PARINT	72.7	94	21.3	13.1	24.3	11.2													11/20/2017
427	Mono	RUDHIR	0			0															
428	Mono	HELHEL	9.2	20.3	11.1	7.1	11.3	4.2													11/20/2017
429	Plug	HL.1817876.rep2	Total B	SENHEB	CEAAME	TEUCAN	AGASCR	DALPUR	EUPCOR	POLBIC	PHLPIL	ANECYL	PARINT	ANDGER	HYPPUN	ASCSYR	GENAND	MONBRA	GL		11/7/2017
			177.2	0.1	2	5.8	47.9	3.5	0	0	0.6	1.5	76	14.2	0.8	0.7	0.6	10	13.5		
			Tot. Weight	4.4	6.3	10.1	59.2	7.7			4.9	5.7	87.2	18.5	5.1	4.9	4.8	14.3	17.7		
			Bag Weight	4.3	4.3	4.3	11.3	4.2			4.3	4.2	11.2	4.3	4.3	4.2	4.2	4.3	4.2		
430	Mono	SENMAR	12.2	22.8	11.3	0.7	5	4.3													11/20/2017
431	Mono	PANVIR	84.1	34.6	4.2	53.7	58	4.3													11/20/2017
433	Mono	SOLNEM	184.2	182.3	21.3	23.2	27.5	4.3													11/20/2017
434	Mono	BAPBRA	3.1	6.2	4.3	1.2	5.4	4.2													11/20/2017
435	Mono	ANECAN	66.7	66.7	11.2	11.2	22.4	11.2													11/20/2017
436	Mono	DODMEA	2.6	0	0	2.6	14	11.4													11/20/2017
437	Mono	BLECIL	47.8	55.2	11.3	3.9	15.2	11.3													11/20/2017
