#Label	X/Longitude	Y/Latitude	Z/Altitude	X_est	Y_est	Z_est
point 1371				-88.092365	41.820412	223.221451
point 1372				-88.092337	41.820413	223.182523
point 1373				-88.092335	41.820417	223.408453
point 1374				-88.092365	41.820417	223.298683
point 1375				-88.092366	41.820435	223.350968
point 1376				-88.092336	41.820436	223.284695
point 1377				-88.092335	41.820440	223.329752
point 1378				-88.092366	41.820439	223.358436
point 1379				-88.092367	41.820458	223.436658
point 1380				-88.092338	41.820459	223.695424
point 1381				-88.092339	41.820463	224.161109
point 1382				-88.092367	41.820461	223.454386
point 1383				-88.092368	41.820480	223.662724
point 1384				-88.092340	41.820481	223.585465
point 1385				-88.092339	41.820485	223.563093
point 1386				-88.092366	41.820483	224.090318
point 1387				-88.092368	41.820504	223.870519
point 1388				-88.092341	41.820504	223.697500
point 1389				-88.092341	41.820508	223.645749
point 1390				-88.092369	41.820507	223.878895
point 1391				-88.092370	41.820527	223.761679
point 1392				-88.092343	41.820526	223.742979
point 1393				-88.092343	41.820530	223.735719
point 1394				-88.092370	41.820530	223.827848
point 1395				-88.092372	41.820551	223.797700
point 1396				-88.092345	41.820552	223.783049
point 1397				-88.092345	41.820555	223.808143
point 1398				-88.092372	41.820554	223.876207
point 1399				-88.092372	41.820575	223.945975
point 1400				-88.092347	41.820576	224.012182
point 1401				-88.092347	41.820580	223.953511
point 1402				-88.092372	41.820579	223.968537
point 1403				-88.092374	41.820597	223.971041
point 1404				-88.092349	41.820597	223.958937
point 1405				-88.092347	41.820601	223.981843
point 1406				-88.092373	41.820600	223.935659
point 1407				-88.092372	41.820619	223.902728
point 1408				-88.092347	41.820619	223.956231
point 1409				-88.092346	41.820623	223.906230
point 1410				-88.092372	41.820623	223.908198
point 1411				-88.092372	41.820643	223.933226
point 1412				-88.092347	41.820644	223.815481
point 1413				-88.092346	41.820647	223.826253
point 1414				-88.092374	41.820647	223.984666
point 1415				-88.092376	41.820665	223.822439
point 1416				-88.092348	41.820666	223.839017
point 1417				-88.092348	41.820670	223.782997
point 1418				-88.092376	41.820669	223.889845
point 1419				-88.092377	41.820689	223.882148
point 1420				-88.092350	41.820689	223.885223
point 1421				-88.092350	41.820691	223.944903
point 1422				-88.092378	41.820691	223.946241
point 1423				-88.092379	41.820712	223.712432
point 1424				-88.092351	41.820713	223.699224
point 1425				-88.092352	41.820716	223.725008
point 1426				-88.092379	41.820715	223.729739
point 1427				-88.092380	41.820735	223.669445
point 1428				-88.092355	41.820735	223.755218
point 1429				-88.092356	41.820740	223.897965
point 1430				-88.092382	41.820738	223.773352
point 1431				-88.092383	41.820758	223.626459
point 1432				-88.092358	41.820758	223.646937
point 1433				-88.092358	41.820760	223.637686
point 1434				-88.092385	41.820760	223.627294
point 1435				-88.092388	41.820780	223.617080
point 1436				-88.092360	41.820781	223.663615
point 1437				-88.092360	41.820787	223.652850
point 1438				-88.092387	41.820786	223.642668
point 1439				-88.092388	41.820804	224.004389
point 1440				-88.092363	41.820804	223.870661
point 1441				-88.092308	41.820417	223.176686
point 1442				-88.092333	41.820416	223.275701
point 1443				-88.092335	41.820438	223.288748
point 1444				-88.092309	41.820437	223.285393
point 1445				-88.092309	41.820440	223.270025
point 1446				-88.092334	41.820440	223.317409
point 1447				-88.092336	41.820459	223.628708
point 1448				-88.092311	41.820459	223.340486
point 1449				-88.092309	41.820463	223.499543
point 1450				-88.092336	41.820463	224.584262
point 1451				-88.092336	41.820481	223.540128
point 1452				-88.092309	41.820482	224.026130
point 1453				-88.092307	41.820487	223.678415
point 1454				-88.092336	41.820485	223.621511
point 1455				-88.092337	41.820504	223.675016
point 1456				-88.092309	41.820505	223.621829
point 1457				-88.092308	41.820508	223.636005
point 1458				-88.092337	41.820507	223.718604
point 1459				-88.092339	41.820528	223.740633
point 1460				-88.092310	41.820529	223.755739
point 1461				-88.092310	41.820532	223.715855
point 1462				-88.092340	41.820530	223.733011
point 1463				-88.092342	41.820551	223.787147
point 1464				-88.092312	41.820552	223.801941
point 1465				-88.092312	41.820554	223.812539
point 1466				-88.092342	41.820554	223.775833
point 1467				-88.092343	41.820574	223.976210
point 1468				-88.092312	41.820576	223.994039
point 1469				-88.092314	41.820580	224.901872
point 1470				-88.092344	41.820579	224.191198
point 1471				-88.092346	41.820598	224.023130
point 1472				-88.092316	41.820598	224.283510
point 1473				-88.092316	41.820601	224.396790
point 1474				-88.092344	41.820601	224.020572
point 1475				-88.092343	41.820620	223.914513
point 1476				-88.092315	41.820621	223.956844
point 1477				-88.092314	41.820625	223.819962
point 1478				-88.092342	41.820624	223.903260
point 1479				-88.092343	41.820644	223.835631
point 1480				-88.092316	41.820645	223.837448
point 1481				-88.092316	41.820647	223.856338
point 1482				-88.092343	41.820647	223.842263
point 1483				-88.092345	41.820668	223.792923
point 1484				-88.092319	41.820668	223.780404
point 1485				-88.092318	41.820671	223.773049
point 1486				-88.092344	41.820671	223.780693
point 1487				-88.092345	41.820690	223.751959
point 1488				-88.092319	41.820690	223.726167
point 1489				-88.092319	41.820693	223.747139
point 1490				-88.092347	41.820693	223.986645
point 1491				-88.092349	41.820713	223.693861
point 1492				-88.092320	41.820714	223.702668
point 1493				-88.092322	41.820717	223.726531
point 1494				-88.092350	41.820716	223.707291
point 1495				-88.092351	41.820736	223.728701
point 1496				-88.092322	41.820736	223.664603
point 1497				-88.092321	41.820738	223.685856
point 1498				-88.092353	41.820739	223.817496
point 1499				-88.092355	41.820759	223.657809
point 1500				-88.092324	41.820760	223.890050
point 1501				-88.092322	41.820763	223.791513
point 1502				-88.092355	41.820761	223.717085
point 1503				-88.092356	41.820782	223.689834
point 1504				-88.092329	41.820782	223.796590
point 1505				-88.092328	41.820786	223.688392
point 1506				-88.092357	41.820785	223.704438
point 1507				-88.092359	41.820804	223.824553
point 1508				-88.092332	41.820805	223.969081
point 1509				-88.092276	41.820440	223.144312
point 1510				-88.092306	41.820439	223.258622
point 1511				-88.092307	41.820460	223.329950
point 1512				-88.092277	41.820460	223.242367
point 1513				-88.092278	41.820463	223.289603
point 1514				-88.092307	41.820463	223.439704
point 1515				-88.092306	41.820482	224.292820
point 1516				-88.092279	41.820483	223.462755
point 1517				-88.092278	41.820487	223.605336
point 1518				-88.092305	41.820486	224.008346
point 1519				-88.092306	41.820507	223.602645
point 1520				-88.092279	41.820506	223.584957
point 1521				-88.092279	41.820511	223.682144
point 1522				-88.092305	41.820511	223.750898
point 1523				-88.092306	41.820530	223.721188
point 1524				-88.092278	41.820530	223.846395
point 1525				-88.092280	41.820532	223.843149
point 1526				-88.092307	41.820532	223.736081
point 1527				-88.092309	41.820552	223.800777
point 1528				-88.092281	41.820553	223.826863
point 1529				-88.092281	41.820557	223.840050
point 1530				-88.092309	41.820555	223.855042
point 1531				-88.092309	41.820575	223.943198
point 1532				-88.092284	41.820576	224.402199
point 1533				-88.092284	41.820578	224.170267
point 1534				-88.092310	41.820578	224.511689
point 1535				-88.092312	41.820598	224.054992
point 1536				-88.092285	41.820599	223.878601
point 1537				-88.092285	41.820602	223.863834
point 1538				-88.092311	41.820601	224.008177
point 1539				-88.092312	41.820621	223.859299
point 1540				-88.092286	41.820623	223.810738
point 1541				-88.092286	41.820627	223.866524
point 1542				-88.092310	41.820625	223.841838
point 1543				-88.092313	41.820646	223.835885
point 1544				-88.092285	41.820645	223.778136
point 1545				-88.092286	41.820648	223.777979
point 1546				-88.092313	41.820647	223.857410
point 1547				-88.092314	41.820667	223.822893
point 1548				-88.092288	41.820669	223.727847
point 1549				-88.092289	41.820672	223.744518
point 1550				-88.092315	41.820670	223.777598
point 1551				-88.092317	41.820690	223.734789
point 1552				-88.092291	41.820690	223.744123
point 1553				-88.092291	41.820694	223.813212
point 1554				-88.092316	41.820694	223.802233
point 1555				-88.092317	41.820712	223.784326
point 1556				-88.092292	41.820713	223.728280
point 1557				-88.092291	41.820717	223.652482
point 1558				-88.092317	41.820717	223.706862
point 1559				-88.092319	41.820737	223.654749
point 1560				-88.092292	41.820737	223.650740
point 1561				-88.092292	41.820739	223.678712
point 1562				-88.092319	41.820739	223.692673
point 1563				-88.092320	41.820760	223.928676
point 1564				-88.092292	41.820761	223.628436
point 1565				-88.092296	41.820765	223.649044
point 1566				-88.092321	41.820763	223.795258
point 1567				-88.092325	41.820784	223.722218
point 1568				-88.092297	41.820785	223.680583
point 1569				-88.092297	41.820788	223.732270
point 1570				-88.092325	41.820786	223.688182
point 1571				-88.092326	41.820806	223.827849
point 1572				-88.092299	41.820807	223.861731
point 1573				-88.092247	41.820463	223.209855
point 1574				-88.092275	41.820462	223.266168
point 1575				-88.092276	41.820484	223.460476
point 1576				-88.092249	41.820483	223.361142
point 1577				-88.092249	41.820486	223.357374
point 1578				-88.092276	41.820487	223.589859
point 1579				-88.092277	41.820508	223.583642
point 1580				-88.092250	41.820508	223.896839
point 1581				-88.092250	41.820511	224.134118
point 1582				-88.092275	41.820511	223.685287
point 1583				-88.092276	41.820531	223.906604
point 1584				-88.092253	41.820530	223.782175
point 1585				-88.092252	41.820534	223.687405
point 1586				-88.092277	41.820534	223.932440
point 1587				-88.092278	41.820555	223.873979
point 1588				-88.092252	41.820555	223.886785
point 1589				-88.092251	41.820558	224.032130
point 1590				-88.092280	41.820558	223.850003
point 1591				-88.092281	41.820576	224.022231
point 1592				-88.092252	41.820577	223.818265
point 1593				-88.092252	41.820581	223.939582
point 1594				-88.092281	41.820579	224.018261
point 1595				-88.092280	41.820600	223.861753
point 1596				-88.092251	41.820600	223.887375
point 1597				-88.092252	41.820603	223.917105
point 1598				-88.092280	41.820603	223.924900
point 1599				-88.092282	41.820622	223.828339
point 1600				-88.092254	41.820623	223.800993
point 1601				-88.092253	41.820627	223.839422
point 1602				-88.092282	41.820626	223.813246
point 1603				-88.092283	41.820646	223.784816
point 1604				-88.092254	41.820646	223.752176
point 1605				-88.092255	41.820649	223.760898
point 1606				-88.092283	41.820648	223.775122
point 1607				-88.092284	41.820669	223.731647
point 1608				-88.092258	41.820670	223.740629
point 1609				-88.092257	41.820673	223.726351
point 1610				-88.092285	41.820673	223.756275
point 1611				-88.092286	41.820691	223.718237
point 1612				-88.092259	41.820691	223.737378
point 1613				-88.092258	41.820693	223.747087
point 1614				-88.092286	41.820694	223.801767
point 1615				-88.092287	41.820714	223.682170
point 1616				-88.092260	41.820715	223.675368
point 1617				-88.092260	41.820718	223.667181
point 1618				-88.092289	41.820717	223.653584
point 1619				-88.092289	41.820738	223.678621
point 1620				-88.092263	41.820737	223.771701
point 1621				-88.092263	41.820741	223.819638
point 1622				-88.092290	41.820740	223.720506
point 1623				-88.092290	41.820761	223.657877
point 1624				-88.092265	41.820761	223.787529
point 1625				-88.092266	41.820762	223.933479
point 1626				-88.092291	41.820763	223.636859
point 1627				-88.092293	41.820785	223.664113
point 1628				-88.092265	41.820786	223.762275
point 1629				-88.092215	41.820488	223.268716
point 1630				-88.092247	41.820487	223.353702
point 1631				-88.092245	41.820508	223.856031
point 1632				-88.092217	41.820508	223.445156
point 1633				-88.092215	41.820512	223.521918
point 1634				-88.092246	41.820512	223.806286
point 1635				-88.092248	41.820531	223.800680
point 1636				-88.092217	41.820532	223.795370
point 1637				-88.092217	41.820534	224.016243
point 1638				-88.092248	41.820534	224.118996
point 1639				-88.092249	41.820555	223.801876
point 1640				-88.092217	41.820555	223.752000
point 1641				-88.092219	41.820559	223.726534
point 1642				-88.092247	41.820558	223.802305
point 1643				-88.092249	41.820577	223.766351
point 1644				-88.092222	41.820577	224.157178
point 1645				-88.092222	41.820581	224.240740
point 1646				-88.092248	41.820581	223.948927
point 1647				-88.092249	41.820600	223.863281
point 1648				-88.092222	41.820600	223.827262
point 1649				-88.092222	41.820603	223.779628
point 1650				-88.092250	41.820603	223.964163
point 1651				-88.092251	41.820623	223.816706
point 1652				-88.092224	41.820623	223.852248
point 1653				-88.092225	41.820627	223.821484
point 1654				-88.092250	41.820626	223.847595
point 1655				-88.092250	41.820647	223.819514
point 1656				-88.092224	41.820647	223.838373
point 1657				-88.092224	41.820650	223.949989
point 1658				-88.092250	41.820650	223.825082
point 1659				-88.092251	41.820669	223.848903
point 1660				-88.092224	41.820667	223.731452
point 1661				-88.092224	41.820671	223.701491
point 1662				-88.092251	41.820672	223.837388
point 1663				-88.092254	41.820690	223.709314
point 1664				-88.092227	41.820690	223.755387
point 1665				-88.092227	41.820695	223.649603
point 1666				-88.092254	41.820694	223.692727
point 1667				-88.092255	41.820716	223.615230
point 1668				-88.092230	41.820715	223.625772
point 1669				-88.092230	41.820720	223.639432
point 1670				-88.092258	41.820719	223.658408
point 1671				-88.092259	41.820739	223.694078
point 1672				-88.092232	41.820740	223.890545
point 1673				-88.092233	41.820743	223.799877
point 1674				-88.092260	41.820742	223.738929
point 1675				-88.092261	41.820761	223.730381
point 1676				-88.092233	41.820762	223.733744
point 1677				-88.092189	41.820508	223.392921
point 1678				-88.092214	41.820508	223.472497
point 1679				-88.092215	41.820531	223.618505
point 1680				-88.092190	41.820532	223.445346
point 1681				-88.092190	41.820536	223.472804
point 1682				-88.092215	41.820535	223.711089
point 1683				-88.092215	41.820556	223.671675
point 1684				-88.092190	41.820555	223.525553
point 1685				-88.092190	41.820559	223.533735
point 1686				-88.092216	41.820559	223.725533
point 1687				-88.092217	41.820577	223.803484
point 1688				-88.092191	41.820578	223.620263
point 1689				-88.092191	41.820580	223.574631
point 1690				-88.092218	41.820580	224.069168
point 1691				-88.092219	41.820601	223.727559
point 1692				-88.092192	41.820602	223.693106
point 1693				-88.092192	41.820604	223.743304
point 1694				-88.092218	41.820604	223.763339
point 1695				-88.092219	41.820623	223.744183
point 1696				-88.092191	41.820624	223.665947
point 1697				-88.092191	41.820627	223.717357
point 1698				-88.092220	41.820626	223.818946
point 1699				-88.092221	41.820647	223.797573
point 1700				-88.092194	41.820647	223.635930
point 1701				-88.092193	41.820650	223.618465
point 1702				-88.092221	41.820650	223.840374
point 1703				-88.092221	41.820669	223.745474
point 1704				-88.092194	41.820670	223.651424
point 1705				-88.092193	41.820674	223.609614
point 1706				-88.092221	41.820673	223.688090
point 1707				-88.092222	41.820692	223.670825
point 1708				-88.092194	41.820692	223.573600
point 1709				-88.092195	41.820697	223.588239
point 1710				-88.092224	41.820696	223.649771
point 1711				-88.092226	41.820716	223.644695
point 1712				-88.092198	41.820717	223.662357
point 1713				-88.092198	41.820722	223.641655
point 1714				-88.092226	41.820720	223.712135
point 1715				-88.092228	41.820741	224.033512
point 1716				-88.092199	41.820743	223.837762
point 1717				-88.092157	41.820534	223.300462
point 1718				-88.092185	41.820533	223.428241
point 1719				-88.092187	41.820557	223.509983
point 1720				-88.092158	41.820557	223.447764
point 1721				-88.092158	41.820560	223.892521
point 1722				-88.092187	41.820559	223.525243
point 1723				-88.092186	41.820578	223.603250
point 1724				-88.092158	41.820579	223.813749
point 1725				-88.092158	41.820582	223.855525
point 1726				-88.092187	41.820581	223.564086
point 1727				-88.092186	41.820603	223.675637
point 1728				-88.092158	41.820603	223.759134
point 1729				-88.092159	41.820606	224.079020
point 1730				-88.092189	41.820605	223.773875
point 1731				-88.092188	41.820625	223.710083
point 1732				-88.092159	41.820624	223.862275
point 1733				-88.092159	41.820628	223.930552
point 1734				-88.092188	41.820627	223.680470
point 1735				-88.092189	41.820648	223.678202
point 1736				-88.092161	41.820648	223.666238
point 1737				-88.092162	41.820651	223.558407
point 1738				-88.092189	41.820650	223.668047
point 1739				-88.092191	41.820671	223.640402
point 1740				-88.092162	41.820671	223.605979
point 1741				-88.092163	41.820673	223.594842
point 1742				-88.092191	41.820674	223.604002
point 1743				-88.092191	41.820692	223.565818
point 1744				-88.092166	41.820693	223.555083
point 1745				-88.092167	41.820696	223.614351
point 1746				-88.092192	41.820697	223.573498
point 1747				-88.092193	41.820717	223.658257
point 1748				-88.092166	41.820716	223.619718
